"lat","lon"
39.5896356701695,88.9404485689911
39.3265816126018,92.9621036333737
39.2827392697777,93.4261407551726
38.8004734974664,94.5088940437662
37.529045552452,98.6852281487485
37.748257266884,101.314771847735
38.0113113247633,103.634957461125
37.6167302381002,105.800464033916
35.293086062815,107.501933484908
31.215748169581,103.016241298727
29.5935814810392,103.634957461125
29.0236310230797,103.480278420525
27.0507255910104,101.314771847735
25.5162435881168,100.077339518541
23.8502345567508,99.3039443155432
22.403437239817,97.138437738356
21.2196939804508,94.8182521249654
19.9482660354364,90.7965970605828
19.1152615195977,86.0015467888058
18.2384146609348,80.4331013140306
17.0546714018802,78.8863109036382
15.8270857996899,79.1956689848374
15.6517164277704,78.2675947412397
15.2132929985947,75.3286929610544
14.3364461399319,72.6991492620683
12.71427945139,68.522815157086
12.0566443071593,66.3573085842951
10.7852163621449,62.3356535155162
9.68915778873844,59.860788861526
8.15467578615634,56.4578499595418
7.5408829850612,55.065738589749
5.52413520985629,51.6627996877648
3.28817572021931,48.7238979119757
1.31527028815003,42.6914153110055
0.438423429487182,37.5870069580293
0,31.8638824426545
0.482265772311293,24.7486465574869
0.876846858974363,22.583139984696
2.14827480398876,19.489559163911
2.58669823316442,19.0255220377159
4.12118023605804,19.489559163911
5.83103161055962,15.1585460139329
6.57635144043861,12.8383604005423
7.67241001384505,10.2088167015563
8.76846858725149,8.19798916936494
9.77684247469818,6.34184067777323
10.9167433909287,4.3310131455819
11.9689596211995,1.3921113653966
13.5472839669173,0
15.0817659698109,0.928074243597732
16.3093515720012,3.09358081638868
16.7039326583527,3.86697602378304
18.4137840328543,5.87780355597437
18.9398921479897,6.8058777995721
19.4660002631251,7.57927300696645
20.737428208451,10.2088167015563
21.2196939804508,10.9822119089506
22.5788066114249,12.064965193148
23.1049147268719,12.2196442381438
24.3763426718862,13.7664346441401
25.3847165593329,13.6117556035404
27.1822526197943,13.7664346441401
28.8044193083361,14.3851508109348
30.6457977116215,15.9319412213273
32.1802797142036,17.0146945055246
34.1970274894085,18.7161639565167
36.7398833794373,20.8816705337039
39.1512122409938,21.655065736702
41.4310140734549,22.1191028585009
42.9216537332129,22.1191028585009
44.3684510501468,22.8924980658952
45.6837213382968,23.0471771064948
46.9113069404871,23.0471771064948
48.6211583149886,23.3565351876941
49.9802709459628,23.9752513500926
51.383225919761,24.4392884762877
54.1452935245334,27.2235112114771
55.679775527427,28.4609435406703
57.0827305012253,29.0796597030688
58.4418431321994,29.0796597030688
59.7132710772138,28.7703016218696
61.2915954229316,29.0796597030688
62.6507080539057,28.9249806624692
64.3167170855832,28.61562258127
65.7196720593814,28.9249806624692
67.8679468633702,31.5545243614553
69.0516901224248,33.410672853047
70.8930685257103,34.4934261372443
71.9452847562926,35.5761794258379
